title,first_artist,all_artists,id,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Don't You,G5SH,['G5SH'],6dOtW0CfQOGr3Y5OZVsNlb,0.693,0.703,7,-5.516,1,0.00215,0.000117,0.209,0.497,130.069,157075,4
If You Wanna,Perfume,['Perfume'],7Gk4yhNhOQ35ukXdmW4zWl,0.567,0.806,9,-2.04,1,0.293,0.195,0.242,0.724,149.976,163584,4
In My Feelings,Drake,['Drake'],0bAkKNCQfWkexHFn7fIKns,0.735,0.482,8,-9.445,1,0.00623,0.0144,0.448,0.315,181.995,217933,4
City Lights (feat. EVO+ & Jinmenusagi),HyperJuice,"['HyperJuice', 'EVO', 'Jinmenusagi']",41rLrTjd0p9Z1LI1jeeFHb,0.738,0.82,0,-3.181,1,0.0573,0.0,0.161,0.549,131.025,248141,4
Save ME,BTS,['BTS'],0RB00aMsmBlr91i9r4Sfib,0.606,0.778,1,-4.393,1,0.0255,0.0,0.0819,0.528,139.865,196559,4
SAD!,XXXTENTACION,['XXXTENTACION'],3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.258,0.00372,0.123,0.473,75.023,166606,4
Ocean (feat. Khalid),Martin Garrix,"['Martin Garrix', 'Khalid']",3nc420PXjTdBV5TN0gCFkS,0.506,0.693,0,-7.265,0,0.584,9.58e-05,0.0891,0.221,139.912,216420,4
Do What I Want,Lil Uzi Vert,['Lil Uzi Vert'],4IWGnyOHDrVZEtPWfs4s7q,0.681,0.701,9,-6.336,1,0.106,0.0,0.208,0.398,139.952,175203,4
쩔어 DOPE,BTS,['BTS'],0pGHou9D7JTMKbMfOLKy50,0.619,0.889,10,-3.108,0,0.0483,0.0,0.324,0.622,77.058,240021,4
我不浪漫,Kimberley Chen,['Kimberley Chen'],60K4pIh2MiKveSXxgG4ouq,0.655,0.75,2,-3.234,0,0.0335,0.0,0.127,0.593,87.0,250378,4
Young Dumb & Broke,Khalid,['Khalid'],5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,1,-6.351,1,0.199,1.66e-05,0.165,0.394,136.949,202547,4
櫻花樹下,Hins Cheung,['Hins Cheung'],2FgDWCqMCIAATvqr9ozeYm,0.415,0.498,9,-5.022,1,0.659,0.0,0.197,0.3,143.68,249987,4
Like A Mercedes,Lexie Liu,['Lexie Liu'],1PJcFbsMcKLjZgklxrHPAN,0.608,0.727,1,-7.282,0,0.0377,0.0,0.0888,0.504,166.051,212823,4
rockstar (feat. 21 Savage),Post Malone,"['Post Malone', '21 Savage']",0e7ipj03S05BNilyu5bRzt,0.585,0.52,5,-6.136,0,0.124,7.01e-05,0.131,0.129,159.801,218147,4
Need U Now,Julia Wu,['Julia Wu'],6yIaJDuVNOxENVkzyILhCi,0.627,0.568,5,-7.092,1,0.301,0.0,0.168,0.472,127.774,188743,4
有何不可,許嵩,['許嵩'],5rXBmcYNJYMYdhwxlMLh0s,0.549,0.521,6,-6.119,1,0.472,1.96e-06,0.0978,0.771,202.017,240027,4
日落大道,梁博,['梁博'],7qIm3F7GqOrigJsKadawEZ,0.581,0.47,11,-8.344,1,0.128,4.33e-05,0.112,0.235,128.076,275435,4
One Dance,Drake,"['Drake', 'WizKid', 'Kyla']",12VWzyPDBCc8fqeWCAfNwR,0.792,0.625,1,-5.609,1,0.00776,0.00188,0.329,0.37,103.967,173987,4
戀愛達人,Show Luo,['Show Luo'],7yem27EktuPjs9JqYWCiZz,0.763,0.615,0,-6.664,1,0.0534,0.0,0.127,0.624,98.007,210267,4
Better Now,Post Malone,['Post Malone'],7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.331,0.0,0.135,0.341,145.038,231267,4
Realize - Myanmar Version,Rose Quartz,['Rose Quartz'],1jS6puyhOgHIEH6pl5FMZp,0.785,0.869,9,-3.067,1,0.326,1.89e-05,0.0501,0.216,106.01,222736,4
我只是你的夢境,Astro Bunny,['Astro Bunny'],012ngpf9pRtNLWnWVBVPop,0.622,0.862,4,-7.099,0,0.0493,0.000688,0.354,0.315,104.018,223817,4
僕はロボットごしの君に恋をする,THE SxPLAY,['THE SxPLAY'],39Gho28UEGPOmhPuFCNgWS,0.709,0.677,9,-3.677,1,0.774,0.0,0.155,0.375,109.976,290293,4
敢 Roleplay,Lu Han,['Lu Han'],3m1nz39Ke2fLUEb1AOdEUR,0.788,0.824,9,-6.432,1,0.0613,5.28e-06,0.0283,0.653,143.954,159314,4
Going Bad (feat. Drake),Meek Mill,"['Meek Mill', 'Drake']",2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.259,0.0,0.252,0.544,86.003,180522,4
勇敢去愛吧,Tiger Hu,['Tiger Hu'],798A1AbXluls2TtL3rKkSU,0.647,0.793,5,-4.919,1,0.106,1.14e-06,0.37,0.585,99.937,238653,4
打個牌,G5SH,['G5SH'],0V6luheDNQz5KexcDWET0P,0.702,0.654,11,-6.175,0,0.0339,2.06e-06,0.0779,0.62,120.985,214215,4
望,張涵雅,['張涵雅'],0IczofX5iiwUhTeH54EpSy,0.64,0.836,3,-9.8,1,0.377,0.000171,0.141,0.386,137.985,218500,4
我當你空氣,WONFU,['WONFU'],6PGJkZrbR06YVnS0w4thLk,0.795,0.659,1,-6.274,0,0.123,2.07e-05,0.169,0.65,119.932,235668,4
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,"['Cheat Codes', 'Fetty Wap', 'CVBZ']",5uu28fUesZMl89lf9CLrgN,0.522,0.833,0,-3.715,1,0.0454,0.0,0.127,0.296,180.009,193569,4
天使見證的愛情,蕭秉治,"['蕭秉治', 'Erika']",46k8JnUuYVu8yWtC3VN8wo,0.637,0.717,7,-6.793,1,0.153,0.0,0.078,0.518,160.027,203199,4
多愛,G5SH,['G5SH'],7lmJuMOXIPplwz8TphSZdF,0.7,0.705,1,-4.76,0,0.0249,0.0,0.104,0.235,144.013,226221,4
Love Lies (with Normani),Khalid,"['Khalid', 'Normani']",45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0956,0.0,0.134,0.338,143.955,201707,4
Dawn of us,Jackson Wang,['Jackson Wang'],2NpKyrIlJOHszUS2cXpEMU,0.834,0.588,0,-6.243,1,0.387,4.25e-06,0.112,0.489,141.944,179834,4
我好想好想你,蕭秉治,['蕭秉治'],1OGfogSzNgcmfZTblG7bi5,0.523,0.613,5,-5.812,0,0.0873,0.0,0.128,0.246,81.531,259162,4
情侶鞋,G5SH,['G5SH'],7wPZGWCCpP6wpzrxjiKJzy,0.71,0.654,6,-5.356,1,0.0709,0.0,0.207,0.622,101.94,182806,4
當我成了妳,呆寶靜,['呆寶靜'],62KHwCjpfVY2kpRq3OCDsz,0.931,0.865,7,-5.098,1,0.575,0.00065,0.109,0.712,105.011,172365,4
Strawberries & Cigarettes,Troye Sivan,['Troye Sivan'],2z7UKVsBdbA7HFPunDKDP4,0.514,0.539,9,-8.696,1,0.158,0.0,0.0902,0.274,168.062,201547,4
I Need U,BTS,['BTS'],3RlcLpMmRvSd84Uw6Yt4Iw,0.486,0.88,5,-3.097,0,0.0215,0.0,0.24,0.71,158.043,210987,4
8TEEN,Khalid,['Khalid'],5bgwqaRSS3M8WHWruHgSL5,0.83,0.585,1,-5.802,1,0.225,0.00209,0.0576,0.642,105.03,228600,4
Stay,TAEYEON,['TAEYEON'],1fvLCkVS7xfD5kvUzzacoS,0.631,0.725,2,-2.449,1,0.127,0.0,0.118,0.414,104.953,252977,4
Noi Nay Co Anh,Sơn Tùng M-TP,['Sơn Tùng M-TP'],6efaWmqWQxnWFGcFN2BqDW,0.523,0.85,0,-5.245,1,0.0449,0.000827,0.13,0.37,91.983,260128,4
Tower Light Fireworks,iMeiden,"['iMeiden', 'Rachie']",0GbffRMuecaBb3hesnN26x,0.597,0.637,2,-8.988,1,0.384,0.0,0.303,0.585,99.975,258600,4
OTW,Khalid,"['Khalid', '6LACK', 'Ty Dolla $ign']",6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,2,-6.183,1,0.183,3.26e-05,0.106,0.28,72.989,263014,4
一笑傾城,Silence Wang,['Silence Wang'],0L7rQrY1zzUYUzJAkUuZ0B,0.734,0.661,0,-7.869,1,0.0603,2.93e-06,0.0886,0.36,117.98,231910,4
This Is the Moment,Selectracks,['Selectracks'],7iGf7mj3yfIdPSJR2GYpSa,0.532,0.88,7,-4.972,1,0.00123,0.00169,0.214,0.708,98.013,219107,4
半天空檔,Kaho Hung,['Kaho Hung'],5NCCX9hbf2BmJ47bSebdc3,0.709,0.724,0,-5.751,1,0.175,0.0,0.257,0.785,111.484,206768,4
View,SHINee,['SHINee'],46E1ic6n099e76t5J1TbHn,0.728,0.801,6,-4.428,0,0.04,0.0,0.0415,0.656,123.953,190821,4
Somebody,The Chainsmokers,"['The Chainsmokers', 'Drew Love']",3pWcj8hxj3fsb9TDAcMpEl,0.532,0.616,10,-7.074,0,0.186,0.0,0.0928,0.292,101.883,223147,4
Blood Sweat & Tears,BTS,['BTS'],5RGf8qn1TBWVplLyyKUsuV,0.583,0.885,0,-3.571,0,0.0244,0.0,0.357,0.601,92.959,217052,4
Killin' Me (aNueNue MC色彩吉他宣傳曲),Gail,['Gail'],5PpPbVrs8A420BrabyPOGa,0.843,0.465,2,-8.574,1,0.531,0.0,0.163,0.697,133.925,156716,4
You Can Be MY GirlFriend,KUN,['KUN'],1txiXz73N9Ji7DMep90YgJ,0.846,0.758,6,-3.245,1,0.0445,0.0,0.189,0.668,127.999,184163,4
Taiwan - 夜店用加長型,曾博恩,"['曾博恩', 'DJ Hauer']",44vzvejnz8RJTAHErLmuZq,0.768,0.781,6,-3.53,1,0.0521,0.013,0.0942,0.826,128.016,281250,4
潮共,JB,['JB'],0MLvveZtOJDYtJZWqyPEol,0.797,0.655,10,-7.845,0,0.848,0.0,0.257,0.589,83.899,117143,4
Side Effects - Acapella,Mike Tompkins,"['Mike Tompkins', 'Alex Porat']",7bGaiexQ6DJWO3D48GBoYs,0.733,0.834,10,-5.852,0,0.156,0.0,0.151,0.377,110.047,173718,4
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,"['Post Malone', 'Swae Lee']",0RiRZpuVRbi7oqRdSMwhQY,0.755,0.522,2,-4.368,1,0.533,0.0,0.0685,0.925,89.96,157560,4
最好的樣子,滴妹,['滴妹'],5wRR0UqcuHg5NTrtpRs5T8,0.807,0.836,5,-4.415,0,0.335,0.0,0.114,0.837,115.983,203864,4
Police In Helicopter - Original Mix,Mike Pimenta,"['Mike Pimenta', 'Jessica']",51QDoDL4xDjMUPlpqJKXt0,0.757,0.325,0,-14.836,1,0.23,0.0789,0.113,0.18,114.991,206609,4
Enjoy,Mazeh,['Mazeh'],1mnG9MYL4fuJQgtwx6EGfl,0.854,0.252,7,-20.994,1,0.863,0.489,0.0826,0.892,120.077,80150,4
No Apology (Wala Akong Paki),Karencitta,['Karencitta'],7CFwuPpVRhdJ7EwqC0vfXe,0.78,0.674,6,-5.869,1,0.0144,6.27e-06,0.17,0.604,105.018,166857,4
ツキアカリ,Sakurako Ohara,['Sakurako Ohara'],3WYfOFUjN5Ib8btitmrc9D,0.769,0.679,7,-5.088,1,0.223,0.0,0.343,0.752,107.018,188107,4
Summers Still Burning,Reiji Kawaguchi,['Reiji Kawaguchi'],1RD9eut6TDso1KclSxxJLa,0.738,0.683,11,-6.212,0,0.124,0.0,0.208,0.552,133.958,212253,4
Gurenge,LiSA,['LiSA'],23DbzwNJSLo7nkSWjODMvY,0.545,0.979,4,-2.8,0,0.00339,0.000118,0.0775,0.309,135.002,238587,4
Negai Anokorono Kimie,Mirei Toyama,['Mirei Toyama'],5IKxIziA8UIs0QguQb6rTv,0.529,0.638,2,-4.909,1,0.343,0.0,0.302,0.286,169.145,340427,4
ギミギミ,BENI,['BENI'],1iLHoMwhuY4sguA4gLGCk3,0.71,0.77,6,-5.092,1,0.234,0.0,0.0707,0.787,95.033,222547,4
BOY MEETS GIRL,Rude-α,['Rude-α'],28IvfZ1XlyDRRrcWhE7soC,0.811,0.88,11,-3.949,1,0.149,0.0,0.0452,0.805,113.039,234533,4
Stand By You,Official HIGE DANdism,['Official HIGE DANdism'],6SzML1m0wK3edW6RbH3oxT,0.609,0.869,1,-5.129,1,0.00864,0.0,0.283,0.626,154.024,256132,4
I Think I'm Falling,KOHH,['KOHH'],716CUwN2lYiz2cmcZGHvBo,0.753,0.841,0,-4.751,0,0.211,7.92e-05,0.35,0.485,134.931,233428,4
Prince,sanari,['sanari'],4QJzhJ4yPMOr9GP2kSLGqK,0.802,0.838,9,-5.172,1,0.224,0.0,0.0852,0.675,99.989,249660,4
YOKOHAMA Blues,SEKAI NO OWARI,['SEKAI NO OWARI'],1EJOWPgFH4ThdIFdvbKA2B,0.736,0.799,6,-5.493,0,0.188,3.09e-06,0.318,0.788,95.043,292515,4
Lost In Japan,Shawn Mendes,['Shawn Mendes'],79esEXlqqmq0GPz0xQSZTV,0.713,0.738,10,-6.784,1,0.255,0.0,0.106,0.425,105.027,201200,4
イマガイイ,MINMI,"['MINMI', 'JP THE WAVY']",4TNL5wGPD5sqtCspw4DcKu,0.709,0.655,7,-8.191,0,0.00231,2.61e-06,0.133,0.248,124.941,248667,4
Pauwi Nako,PDL,"['PDL', 'Skusta Clee', 'Jnske', 'Bullet D', 'Yuridope', 'Flow G']",2tzAN1L07SNwnOdgOEeuQr,0.657,0.746,1,-6.277,1,0.0175,0.0,0.107,0.467,136.887,341574,4
Money,Miquela,['Miquela'],7dW77OTAuGxwlz4QDHUFUa,0.836,0.573,10,-7.332,1,0.177,0.0,0.0604,0.731,142.034,190141,4
Tropical 1st single album 'Mwah' - Mwah,Tropical,['Tropical'],0bkANyJx9oD9I5XMChIeCy,0.721,0.862,1,-3.162,1,0.114,0.0,0.0524,0.567,109.992,181814,4
Baby I Love U,TEE,['TEE'],7yThEzCgdwVL9IlAKW3bDO,0.664,0.677,1,-5.271,1,0.401,0.0,0.0716,0.277,93.008,313907,4
シリタイ,SPICY CHOCOLATE,"['SPICY CHOCOLATE', 'C&K', 'Cyberjapan Dancers']",4Ryu1fgkteIc5VlJOifEyS,0.673,0.851,8,-3.869,0,0.0591,0.0,0.114,0.491,105.009,288667,4
BLUE SAPPHIRE,Hiroomi Tosaka,['Hiroomi Tosaka'],7hi6jXqicGD6MIb5H8Ktwk,0.634,0.898,10,-3.942,0,0.0638,0.0,0.236,0.843,99.033,212300,4
Looped Up (feat. VERNON),tobi lou,"['tobi lou', 'Vernon']",5InZzHAvyMPSMEXT4AeDQ3,0.781,0.651,8,-7.062,0,0.262,1.47e-06,0.115,0.345,91.984,271314,4
Song Request 신청곡 (feat. SUGA of BTS),Lee So Ra,"['Lee So Ra', 'SUGA']",57jBcQUCJaIUTRbqBmW7D1,0.482,0.59,2,-7.144,1,0.707,0.000361,0.141,0.454,175.795,281067,4
Waktu Yang Salah,Fiersa Besari,"['Fiersa Besari', 'Thantri']",4qgIQcskrvj6nlypTvBm5k,0.665,0.276,7,-11.053,1,0.788,0.0,0.099,0.299,130.07,325947,4
LONELY NIGHTS,tofubeats,['tofubeats'],2cBVXCi2n4VztEzq25HoA7,0.866,0.704,11,-6.628,0,0.363,0.0,0.0696,0.884,134.019,236484,4
Playboy Style (feat. Charli XCX & Bhad Bhabie),Clean Bandit,"['Clean Bandit', 'Charli XCX', 'Bhad Bhabie']",3uYOVV9hpYLk6scE9xvAqt,0.723,0.648,11,-6.522,0,0.0551,3.61e-05,0.298,0.369,151.035,220067,4
Never Let You In,DJ SODA,"['DJ SODA', 'Walshy Fire']",0VqMwyDQLfsEF7YZZPMV5m,0.86,0.525,5,-8.93,0,0.0136,2.46e-05,0.101,0.329,102.972,195728,4
Fantasy,Sang Min Lim,['Sang Min Lim'],2B1eD4sQSmc6URphgGKnOf,0.764,0.574,1,-7.147,1,0.426,0.0,0.672,0.204,119.027,192400,4
何様,SKY-HI,"['SKY-HI', 'Boku no Lyric no Boyomi']",5ZOLh4Vuk2pDdYk20AtF7q,0.688,0.734,0,-5.316,0,0.0551,0.0,0.136,0.221,149.999,174280,4
Mirage,Sezairi,['Sezairi'],3D25C0kj7TvfTUJukgjast,0.74,0.654,0,-6.749,1,0.42,0.0,0.0988,0.672,89.974,205480,4
WAKARIMASEN,MIYACHI,['MIYACHI'],7F3YLWjeHH696v4az3Emtx,0.805,0.664,8,-7.915,0,0.251,0.0,0.249,0.906,143.961,197773,4
Long Flight,TAEYONG,['TAEYONG'],4hHRHdPzKTpobGyyW9ipNg,0.688,0.861,5,-2.789,0,0.203,1.47e-06,0.127,0.875,148.065,198293,4
LOOK AT ME NOW,sudannayuzuyully,['sudannayuzuyully'],7tbW7bNy8wsEnhY4MbP9Hw,0.714,0.848,10,-3.996,0,0.134,0.00373,0.185,0.7,130.021,189067,4
"Back to Life - from ""Bumblebee""",Hailee Steinfeld,['Hailee Steinfeld'],16geeCnXrbiomV1IZ8Kudc,0.638,0.659,10,-6.215,0,0.0127,0.0,0.187,0.341,103.029,233858,4
Right and Left,Survive Said The Prophet,['Survive Said The Prophet'],3aebringvaYqzX9e6qV0pu,0.392,0.947,7,-3.31,1,0.045,0.0,0.119,0.583,113.11,187373,4
夏夜のマジック,Indigo la End,['Indigo la End'],144pIQC3mpmUkZXMt8fIwb,0.465,0.818,2,-3.855,0,0.222,0.0,0.216,0.669,80.024,305640,4
What a life,EXO-SC,['EXO-SC'],3TfLZodlQ1TzNpdrc4KXR5,0.862,0.782,5,-3.811,0,0.301,0.0,0.143,0.847,135.029,203867,4
LOVE. FEAT. ZACARI.,Kendrick Lamar,"['Kendrick Lamar', 'Zacari']",6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.264,0.0,0.153,0.779,126.058,213400,4
Maria,김아중,['김아중'],1EV9aadh7iTZetS5L7jcu9,0.637,0.733,11,-3.748,1,0.00226,0.00168,0.0534,0.657,80.056,187687,4
不是我不明白,Fish Leong,"['Fish Leong', 'Crowd Lu']",22Dglcz1VwyXTCEBt6PIdG,0.625,0.341,7,-6.949,1,0.796,0.0,0.0764,0.199,130.127,281573,4
Chillaxing,Amber An,['Amber An'],4LcTgpWNstApQIVrttI5Rp,0.749,0.952,5,-2.036,1,0.151,0.0,0.0985,0.953,145.003,220981,4
不想逃,Dizzy Dizzo,['Dizzy Dizzo'],5qOxmMiZxqjvcYiWHNAeRB,0.741,0.606,7,-6.3,0,0.0374,0.00148,0.111,0.477,100.0,194507,4
備胎 (feat. Eetu Kalavainen),R-chord,"['R-chord', 'Eetu Kalavainen']",6OuBzoZm0GHYzPNGlvB3yx,0.5,0.746,10,-8.797,1,0.00783,0.0,0.385,0.629,77.996,272004,4
Circles,Ananya Birla,['Ananya Birla'],7AJ6YMAAKCnYRkt67caC9T,0.65,0.546,7,-7.67,1,0.203,0.0,0.237,0.439,97.974,231398,4
Boku Ga Shinou To Omottanowa,Mika Nakashima,['Mika Nakashima'],1n8OcweHlwX1NM7xqNCNw4,0.546,0.567,8,-6.9,1,0.0913,8.43e-06,0.0969,0.384,167.769,380560,4
不想,阿涵,['阿涵'],3znCaGUwljl5plPdLskKuV,0.546,0.417,3,-8.334,1,0.784,0.0,0.0985,0.218,74.067,259137,4
Sleeping Beauty (Digital Farm Animals Remix),End of the World,"['End of the World', 'Epik High', 'Digital Farm Animals']",4yotkduLtJwi9TPyYHetUr,0.75,0.703,6,-4.28,1,0.17,0.0003,0.5,0.447,106.016,219067,4
Wonderland,iri,['iri'],3DMz5XiVasCKSHXgYrSc9i,0.724,0.829,0,-5.759,1,0.325,0.000979,0.0855,0.528,95.006,224787,4
